Argentina,Crecimiento del PIB (% anual),2011,6.00395169280579
Argentina,Crecimiento del PIB (% anual),2012,-1.0264204544321
Argentina,Crecimiento del PIB (% anual),2013,2.40532378079436
Argentina,Crecimiento del PIB (% anual),2014,-2.51261532081394
Argentina,Crecimiento del PIB (% anual),2015,2.73115982828944
Argentina,Crecimiento del PIB (% anual),2016,-2.08032784377811
Argentina,Crecimiento del PIB (% anual),2017,2.81850297775918
Argentina,Crecimiento del PIB (% anual),2018,-2.61739646282038
Argentina,Crecimiento del PIB (% anual),2019,-2.00086100285785
Argentina,Crecimiento del PIB (% anual),2020,-9.94323513446069
Argentina,Crecimiento del PIB (% anual),2021,10.3982494646904
Brasil,Crecimiento del PIB (% anual),2011,3.97442307944702
Brasil,Crecimiento del PIB (% anual),2012,1.92117598576537
Brasil,Crecimiento del PIB (% anual),2013,3.00482266944432
Brasil,Crecimiento del PIB (% anual),2014,0.503955740242247
Brasil,Crecimiento del PIB (% anual),2015,-3.54576339269425
Brasil,Crecimiento del PIB (% anual),2016,-3.27591690782192
Brasil,Crecimiento del PIB (% anual),2017,1.32286905404399
Brasil,Crecimiento del PIB (% anual),2018,1.783666761634
Brasil,Crecimiento del PIB (% anual),2019,1.22077782360842
Brasil,Crecimiento del PIB (% anual),2020,-3.87867633397198
Brasil,Crecimiento del PIB (% anual),2021,4.61942162067312
Argentina,Tasa de interés activa (%),2011,14.0875
Argentina,Tasa de interés activa (%),2012,14.0608333333333
Argentina,Tasa de interés activa (%),2013,17.1491666666667
Argentina,Tasa de interés activa (%),2014,24.0091666666667
Argentina,Tasa de interés activa (%),2015,24.9158333333333
Argentina,Tasa de interés activa (%),2016,31.2325
Argentina,Tasa de interés activa (%),2017,26.5808333333333
Argentina,Tasa de interés activa (%),2018,48.5166666666667
Argentina,Tasa de interés activa (%),2019,67.2541666666667
Argentina,Tasa de interés activa (%),2020,29.3875
Argentina,Tasa de interés activa (%),2021,35.5583333333333
Brasil,Tasa de interés activa (%),2011,43.8833333333333
Brasil,Tasa de interés activa (%),2012,36.6366666666667
Brasil,Tasa de interés activa (%),2013,27.3916666666667
Brasil,Tasa de interés activa (%),2014,32.0083333333333
Brasil,Tasa de interés activa (%),2015,43.9583333333333
Brasil,Tasa de interés activa (%),2016,52.1
Brasil,Tasa de interés activa (%),2017,46.9166666666667
Brasil,Tasa de interés activa (%),2018,39.0833333333333
Brasil,Tasa de interés activa (%),2019,37.475
Brasil,Tasa de interés activa (%),2020,29.0416666666667
Brasil,Tasa de interés activa (%),2021,30.0166666666667
Argentina,"Population, total",2011,41261490
Argentina,"Population, total",2012,41733271
Argentina,"Population, total",2013,42202935
Argentina,"Population, total",2014,42669500
Argentina,"Population, total",2015,43131966
Argentina,"Population, total",2016,43590368
Argentina,"Population, total",2017,44044811
Argentina,"Population, total",2018,44494502
Argentina,"Population, total",2019,44938712
Argentina,"Population, total",2020,45376763
Argentina,"Population, total",2021,45808747
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2011,20.64525
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2012,20.75691
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2013,21.62494
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2014,21.31954
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2015,22.87436
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2016,21.59171
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2017,20.6226
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2018,
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2020,
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2021,
Argentina,Age dependency ratio (% of working-age population),2011,56.3546668780625
Argentina,Age dependency ratio (% of working-age population),2012,56.1922783212828
Argentina,Age dependency ratio (% of working-age population),2013,56.0868723571096
Argentina,Age dependency ratio (% of working-age population),2014,55.9732762411572
Argentina,Age dependency ratio (% of working-age population),2015,55.8644592427226
Argentina,Age dependency ratio (% of working-age population),2016,55.7543621214315
Argentina,Age dependency ratio (% of working-age population),2017,55.6112391046053
Argentina,Age dependency ratio (% of working-age population),2018,55.4071736223346
Argentina,Age dependency ratio (% of working-age population),2019,55.1353088624017
Argentina,Age dependency ratio (% of working-age population),2020,54.7600781645305
Argentina,Age dependency ratio (% of working-age population),2021,54.2701483886344
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.17999982833862
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.21999979019165
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.09999990463257
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2014,7.26999998092651
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2015,7.52400016784668
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,8.10900020599365
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,8.35000038146973
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,9.22000026702881
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,9.84000015258789
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,11.460000038147
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,8.73999977111816
Argentina,GDP per capita (current US$),2011,12848.8641969705
Argentina,GDP per capita (current US$),2012,13082.664325572
Argentina,GDP per capita (current US$),2013,13080.2547323367
Argentina,GDP per capita (current US$),2014,12334.7982453893
Argentina,GDP per capita (current US$),2015,13789.060424772
Argentina,GDP per capita (current US$),2016,12790.2424732447
Argentina,GDP per capita (current US$),2017,14613.041824658
Argentina,GDP per capita (current US$),2018,11795.1593866287
Argentina,GDP per capita (current US$),2019,9963.6725062053
Argentina,GDP per capita (current US$),2020,8496.42414176374
Argentina,GDP per capita (current US$),2021,10636.1201956183
Argentina,"Inflation, GDP deflator: linked series (annual %)",2011,23.7034721839593
Argentina,"Inflation, GDP deflator: linked series (annual %)",2012,22.3148806733049
Argentina,"Inflation, GDP deflator: linked series (annual %)",2013,23.9487984162746
Argentina,"Inflation, GDP deflator: linked series (annual %)",2014,40.2829716315506
Argentina,"Inflation, GDP deflator: linked series (annual %)",2015,26.5799916024707
Argentina,"Inflation, GDP deflator: linked series (annual %)",2016,41.1193799882279
Argentina,"Inflation, GDP deflator: linked series (annual %)",2017,26.0063792819079
Argentina,"Inflation, GDP deflator: linked series (annual %)",2018,42.0336689575031
Argentina,"Inflation, GDP deflator: linked series (annual %)",2019,49.1955790619497
Argentina,"Inflation, GDP deflator: linked series (annual %)",2020,40.0768830276961
Argentina,"Inflation, GDP deflator: linked series (annual %)",2021,54.1524119312346
Argentina,Final consumption expenditure (current US$),2011,423649649448.919
Argentina,Final consumption expenditure (current US$),2012,445242277160.302
Argentina,Final consumption expenditure (current US$),2013,457042608919.298
Argentina,Final consumption expenditure (current US$),2014,433334542562.24
Argentina,Final consumption expenditure (current US$),2015,499614480942.488
Argentina,Final consumption expenditure (current US$),2016,464849978689.813
Argentina,Final consumption expenditure (current US$),2017,543457307147.989
Argentina,Final consumption expenditure (current US$),2018,447541502349.172
Argentina,Final consumption expenditure (current US$),2019,369714687751.698
Argentina,Final consumption expenditure (current US$),2020,311065684471.896
Argentina,Final consumption expenditure (current US$),2021,373885266948.238
Argentina,Individuals using the Internet (% of population),2011,51
Argentina,Individuals using the Internet (% of population),2012,55.8
Argentina,Individuals using the Internet (% of population),2013,59.9
Argentina,Individuals using the Internet (% of population),2014,64.7
Argentina,Individuals using the Internet (% of population),2015,68.04306411
Argentina,Individuals using the Internet (% of population),2016,70.96898082
Argentina,Individuals using the Internet (% of population),2017,74.29490687
Argentina,Individuals using the Internet (% of population),2018,77.7
Argentina,Individuals using the Internet (% of population),2019,79.9
Argentina,Individuals using the Internet (% of population),2020,85.5
Argentina,Individuals using the Internet (% of population),2021,87.14829302
Argentina,Mobile cellular subscriptions,2011,60722729
Argentina,Mobile cellular subscriptions,2012,64327647
Argentina,Mobile cellular subscriptions,2013,67361515
Argentina,Mobile cellular subscriptions,2014,61234216
Argentina,Mobile cellular subscriptions,2015,61842011
Argentina,Mobile cellular subscriptions,2016,63719805
Argentina,Mobile cellular subscriptions,2017,61897379
Argentina,Mobile cellular subscriptions,2018,58598041
Argentina,Mobile cellular subscriptions,2019,56352947
Argentina,Mobile cellular subscriptions,2020,54763900
Argentina,Mobile cellular subscriptions,2021,59065827
Argentina,New businesses registered (number),2011,5828
Argentina,New businesses registered (number),2012,4928
Argentina,New businesses registered (number),2013,5406
Argentina,New businesses registered (number),2014,4699
Argentina,New businesses registered (number),2015,4958
Argentina,New businesses registered (number),2016,5885
Argentina,New businesses registered (number),2017,6209
Argentina,New businesses registered (number),2018,5667
Argentina,New businesses registered (number),2019,
Argentina,New businesses registered (number),2020,
Argentina,New businesses registered (number),2021,
Brazil,"Population, total",2011,198185302
Brazil,"Population, total",2012,199977707
Brazil,"Population, total",2013,201721767
Brazil,"Population, total",2014,203459650
Brazil,"Population, total",2015,205188205
Brazil,"Population, total",2016,206859578
Brazil,"Population, total",2017,208504960
Brazil,"Population, total",2018,210166592
Brazil,"Population, total",2019,211782878
Brazil,"Population, total",2020,213196304
Brazil,"Population, total",2021,214326223
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2011,21.8504
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2012,19.66737
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2013,20.57305
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2014,20.56801
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2015,21.52655
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2016,
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2017,
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2018,
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2019,
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2020,
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2021,
Brazil,Age dependency ratio (% of working-age population),2011,45.6653351926371
Brazil,Age dependency ratio (% of working-age population),2012,45.0350586274935
Brazil,Age dependency ratio (% of working-age population),2013,44.4544779067254
Brazil,Age dependency ratio (% of working-age population),2014,43.9999550715968
Brazil,Age dependency ratio (% of working-age population),2015,43.6863997948724
Brazil,Age dependency ratio (% of working-age population),2016,43.4173920476343
Brazil,Age dependency ratio (% of working-age population),2017,43.2170324672364
Brazil,Age dependency ratio (% of working-age population),2018,43.1545346628714
Brazil,Age dependency ratio (% of working-age population),2019,43.1445286839476
Brazil,Age dependency ratio (% of working-age population),2020,43.1137792522721
Brazil,Age dependency ratio (% of working-age population),2021,43.1060097297109
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.57999992370605
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.25
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.07000017166138
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2014,6.76000022888184
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2015,8.5600004196167
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,11.7399997711182
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,12.9300003051758
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,12.460000038147
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,12.0500001907349
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,13.9300003051758
Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,13.3400001525879
Brazil,GDP per capita (current US$),2011,13200.7850823986
Brazil,GDP per capita (current US$),2012,12327.3174365132
Brazil,GDP per capita (current US$),2013,12258.5031683848
Brazil,GDP per capita (current US$),2014,12071.1582132348
Brazil,GDP per capita (current US$),2015,8783.22598387817
Brazil,GDP per capita (current US$),2016,8680.76879182018
Brazil,GDP per capita (current US$),2017,9896.68478335903
Brazil,GDP per capita (current US$),2018,9121.08340257783
Brazil,GDP per capita (current US$),2019,8845.25911841876
Brazil,GDP per capita (current US$),2020,6794.48915877166
Brazil,GDP per capita (current US$),2021,7507.16097080234
Brazil,"Inflation, GDP deflator: linked series (annual %)",2011,8.3185922188201
Brazil,"Inflation, GDP deflator: linked series (annual %)",2012,7.94312694206415
Brazil,"Inflation, GDP deflator: linked series (annual %)",2013,7.50456453204858
Brazil,"Inflation, GDP deflator: linked series (annual %)",2014,7.84670974349484
Brazil,"Inflation, GDP deflator: linked series (annual %)",2015,7.56617501293937
Brazil,"Inflation, GDP deflator: linked series (annual %)",2016,8.10360435702502
Brazil,"Inflation, GDP deflator: linked series (annual %)",2017,3.67138451288938
Brazil,"Inflation, GDP deflator: linked series (annual %)",2018,4.49353433164119
Brazil,"Inflation, GDP deflator: linked series (annual %)",2019,4.22425886990692
Brazil,"Inflation, GDP deflator: linked series (annual %)",2020,5.14022239700186
Brazil,"Inflation, GDP deflator: linked series (annual %)",2021,11.0963704321972
Brazil,Final consumption expenditure (current US$),2011,2065310855571.5
Brazil,Final consumption expenditure (current US$),2012,1970720392862.63
Brazil,Final consumption expenditure (current US$),2013,1993273502620.47
Brazil,Final consumption expenditure (current US$),2014,2016692732596.68
Brazil,Final consumption expenditure (current US$),2015,1509203462532.69
Brazil,Final consumption expenditure (current US$),2016,1519715006129.52
Brazil,Final consumption expenditure (current US$),2017,1746887572914.71
Brazil,Final consumption expenditure (current US$),2018,1620034210958.45
Brazil,Final consumption expenditure (current US$),2019,1594674103080.24
Brazil,Final consumption expenditure (current US$),2020,1207660007759.16
Brazil,Final consumption expenditure (current US$),2021,1288179862802.17
Brazil,Individuals using the Internet (% of population),2011,45.69
Brazil,Individuals using the Internet (% of population),2012,48.56
Brazil,Individuals using the Internet (% of population),2013,51.04
Brazil,Individuals using the Internet (% of population),2014,54.55100188
Brazil,Individuals using the Internet (% of population),2015,58.32795173
Brazil,Individuals using the Internet (% of population),2016,60.87254007
Brazil,Individuals using the Internet (% of population),2017,67.47128452
Brazil,Individuals using the Internet (% of population),2018,70.43428254
Brazil,Individuals using the Internet (% of population),2019,73.91244005
Brazil,Individuals using the Internet (% of population),2020,81.34269353
Brazil,Individuals using the Internet (% of population),2021,
Brazil,Mobile cellular subscriptions,2011,234357507
Brazil,Mobile cellular subscriptions,2012,248323703
Brazil,Mobile cellular subscriptions,2013,271099799
Brazil,Mobile cellular subscriptions,2014,280728796
Brazil,Mobile cellular subscriptions,2015,257814274
Brazil,Mobile cellular subscriptions,2016,244067356
Brazil,Mobile cellular subscriptions,2017,221269215
Brazil,Mobile cellular subscriptions,2018,209410048
Brazil,Mobile cellular subscriptions,2019,202009209
Brazil,Mobile cellular subscriptions,2020,205834781
Brazil,Mobile cellular subscriptions,2021,219660524
Brazil,New businesses registered (number),2011,355326
Brazil,New businesses registered (number),2012,311644
Brazil,New businesses registered (number),2013,304549
Brazil,New businesses registered (number),2014,267225
Brazil,New businesses registered (number),2015,245830
Brazil,New businesses registered (number),2016,226570
Brazil,New businesses registered (number),2017,235300
Brazil,New businesses registered (number),2018,253902
Brazil,New businesses registered (number),2019,291392
Brazil,New businesses registered (number),2020,405049
Brazil,New businesses registered (number),2021,
